,Te[K],Tc[K],dT[K],P[bar],TR[K/W],Fluid,FR
558,362.95,337.65,18.83333333333333,0.9465884153576638,0.2354166666666666,Al2O3_DI_Water,60
559,363.15,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,Al2O3_DI_Water,60
560,363.55,337.9,18.58333333333333,0.9465884153576638,0.2322916666666666,Al2O3_DI_Water,60
561,363.55,337.4,19.08333333333333,0.9465884153576638,0.2385416666666666,Al2O3_DI_Water,60
562,363.75,337.9,18.58333333333333,0.9465884153576638,0.2322916666666666,Al2O3_DI_Water,60
563,364.35,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,Al2O3_DI_Water,60
564,364.95,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,Al2O3_DI_Water,60
565,364.55,338.4,17.75,0.9465884153576638,0.221875,Al2O3_DI_Water,60
566,364.75,338.4,18.08333333333333,0.9799189933632152,0.2260416666666666,Al2O3_DI_Water,60
567,364.75,337.9,18.25,0.9799189933632152,0.228125,Al2O3_DI_Water,60
568,364.95,337.65,18.5,0.9799189933632152,0.23125,Al2O3_DI_Water,60
569,364.95,337.4,19.08333333333333,0.9799189933632152,0.2385416666666666,Al2O3_DI_Water,60
570,365.15,337.9,18.91666666666667,0.9799189933632152,0.2364583333333333,Al2O3_DI_Water,60
571,364.75,339.15,17.33333333333333,0.9799189933632152,0.2166666666666666,Al2O3_DI_Water,60
572,364.95,339.15,17.33333333333333,0.9799189933632152,0.2166666666666666,Al2O3_DI_Water,60
584,312.54999999999995,303.15,7.333333333333336,0.346638011257736,0.0916666666666667,Al2O3_DI_Water,60
585,314.75,304.15,8.0,0.3799685892632876,0.1,Al2O3_DI_Water,60
586,316.75,304.9,9.25,0.3799685892632876,0.115625,Al2O3_DI_Water,60
587,318.75,305.65,10.166666666666664,0.4132991672688391,0.1270833333333333,Al2O3_DI_Water,60
588,320.75,306.65,10.833333333333336,0.4132991672688391,0.1354166666666666,Al2O3_DI_Water,60
589,321.75,308.15,9.333333333333336,0.4132991672688391,0.1166666666666667,Al2O3_DI_Water,60
590,323.35,308.4,10.083333333333336,0.4132991672688391,0.1260416666666667,Al2O3_DI_Water,60
591,325.15,308.9,11.583333333333336,0.4132991672688391,0.1447916666666667,Al2O3_DI_Water,60
592,326.75,310.65,12.166666666666664,0.4132991672688391,0.1520833333333333,Al2O3_DI_Water,60
593,328.15,311.9,13.25,0.4466297452743906,0.165625,Al2O3_DI_Water,60
594,330.35,312.9,13.583333333333336,0.4466297452743906,0.1697916666666667,Al2O3_DI_Water,60
595,331.75,313.4,14.416666666666664,0.4466297452743906,0.1802083333333333,Al2O3_DI_Water,60
596,333.35,313.9,14.916666666666664,0.4466297452743906,0.1864583333333333,Al2O3_DI_Water,60
597,334.75,314.65,15.5,0.4799603232799422,0.19375,Al2O3_DI_Water,60
598,335.95,315.15,16.0,0.4799603232799422,0.2,Al2O3_DI_Water,60
599,337.15,316.4,16.083333333333336,0.4799603232799422,0.2010416666666667,Al2O3_DI_Water,60
600,337.75,316.9,16.25,0.4799603232799422,0.203125,Al2O3_DI_Water,60
601,338.95,317.9,15.916666666666664,0.5132909012854937,0.1989583333333333,Al2O3_DI_Water,60
602,339.75,318.4,16.75,0.5132909012854937,0.209375,Al2O3_DI_Water,60
603,340.75,319.15,16.666666666666664,0.5132909012854937,0.2083333333333333,Al2O3_DI_Water,60
604,341.35,319.65,16.833333333333336,0.5132909012854937,0.2104166666666667,Al2O3_DI_Water,60
605,342.15,320.65,16.83333333333333,0.5466214792910453,0.2104166666666666,Al2O3_DI_Water,60
606,342.95,321.4,17.41666666666667,0.5466214792910453,0.2177083333333334,Al2O3_DI_Water,60
607,343.35,322.4,16.75,0.5799520572965968,0.209375,Al2O3_DI_Water,60
608,344.35,323.4,16.08333333333333,0.5799520572965968,0.2010416666666666,Al2O3_DI_Water,60
609,344.95,324.15,16.0,0.5799520572965968,0.2,Al2O3_DI_Water,60
610,345.75,324.9,15.916666666666671,0.6132826353021483,0.1989583333333334,Al2O3_DI_Water,60
611,346.95,325.65,16.16666666666667,0.6132826353021483,0.2020833333333334,Al2O3_DI_Water,60
612,346.75,326.9,14.916666666666671,0.6132826353021483,0.1864583333333334,Al2O3_DI_Water,60
613,347.75,327.4,15.416666666666671,0.6132826353021483,0.1927083333333334,Al2O3_DI_Water,60
614,348.35,328.65,14.5,0.6466132133076999,0.18125,Al2O3_DI_Water,60
615,348.95,328.9,15.25,0.6466132133076999,0.190625,Al2O3_DI_Water,60
616,349.15,329.4,15.083333333333329,0.6466132133076999,0.1885416666666666,Al2O3_DI_Water,60
617,349.75,330.65,14.166666666666671,0.6799437913132514,0.1770833333333334,Al2O3_DI_Water,60
618,349.95,331.15,14.0,0.6799437913132514,0.175,Al2O3_DI_Water,60
619,350.75,331.9,13.916666666666671,0.6799437913132514,0.1739583333333333,Al2O3_DI_Water,60
620,351.15,332.4,13.75,0.6799437913132514,0.171875,Al2O3_DI_Water,60
621,351.54999999999995,333.4,13.083333333333329,0.6799437913132514,0.1635416666666666,Al2O3_DI_Water,60
622,351.95,334.15,13.0,0.6799437913132514,0.1625,Al2O3_DI_Water,60
623,351.95,334.15,13.0,0.6799437913132514,0.1625,Al2O3_DI_Water,60
624,352.54999999999995,334.15,13.666666666666671,0.713274369318803,0.1708333333333334,Al2O3_DI_Water,60
625,352.95,335.15,13.0,0.713274369318803,0.1625,Al2O3_DI_Water,60
626,353.35,335.15,13.333333333333329,0.713274369318803,0.1666666666666666,Al2O3_DI_Water,60
627,353.35,335.9,12.583333333333329,0.713274369318803,0.1572916666666666,Al2O3_DI_Water,60
628,353.75,335.65,13.166666666666671,0.713274369318803,0.1645833333333334,Al2O3_DI_Water,60
629,354.54999999999995,336.15,13.333333333333329,0.713274369318803,0.1666666666666666,Al2O3_DI_Water,60
630,355.35,337.15,13.0,0.713274369318803,0.1625,Al2O3_DI_Water,60
631,355.95,337.4,13.416666666666671,0.713274369318803,0.1677083333333334,Al2O3_DI_Water,60
632,356.95,336.9,14.583333333333329,0.713274369318803,0.1822916666666666,Al2O3_DI_Water,60
633,356.95,336.4,14.75,0.713274369318803,0.184375,Al2O3_DI_Water,60
634,357.35,335.9,15.25,0.713274369318803,0.190625,Al2O3_DI_Water,60
